,latent_dimension,drug,correlation,name,moa,target,indication,phase,Associated Pathways
125246,35,BRD-K77867004-001-02-7::2.5::HTS,-0.1137125345992388,U-104,carbonic anhydrase inhibitor,"CA1, CA12, CA2, CA9",,Preclinical,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125252,35,BRD-K77987382-001-13-2::2.5::HTS,-0.1513491923310195,mebendazole,tubulin polymerization inhibitor,"TUBA1A, TUBB, TUBB4B","pinworm, whipworm, hookworm, ascariasis",Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125270,35,BRD-K78485176-001-07-8::2.5::HTS,0.14927578871363095,olmesartan-medoxomil,angiotensin receptor antagonist,AGTR1,hypertension,Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125273,35,BRD-K78567475-001-01-4::2.5::HTS,-0.1148927360390117,dolastatin-10,tubulin polymerization inhibitor,TUBB,,Phase 2,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125277,35,BRD-K78659596-001-03-9::2.5::HTS,-0.10307260058679227,ixazomib,proteasome inhibitor,,multiple myeloma,Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125290,35,BRD-K78960041-001-05-7::2.54::HTS,-0.12645660847561882,oxaliplatin,DNA inhibitor,,colorectal cancer,Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125295,35,BRD-K79124250-001-08-9::2.5::HTS,-0.12040927521556155,ioxaglic-acid,radiopaque medium,,contrast agent,Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125300,35,BRD-K79239947-001-06-8::2.5::HTS,-0.14038706528132758,PF-573228,focal adhesion kinase inhibitor,"CDK1, CDK2, CDK7, GSK3B, IKBKB",,Preclinical,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125301,35,BRD-K79254416-001-22-6::2.5::HTS,-0.10368422728353585,decitabine,DNA methyltransferase inhibitor,"DNMT1, DNMT3A","myelodysplastic diseases (MDS), anemia, chronic myeloid leukemia (CML)",Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125310,35,BRD-K79584249-001-01-3::2.5::HTS,-0.1708171987834265,CGM097,MDM inhibitor,MDM2,,Phase 1,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125314,35,BRD-K79612754-001-21-7::2.5::HTS,-0.11287961821273636,inosine,neurotrophic agent,"PARP1, PNP",,Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125318,35,BRD-K79753741-001-01-7::2.5::HTS,-0.11841556587584344,UBP-302,glutamate receptor antagonist,GRIK1,,Preclinical,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125328,35,BRD-K80036624-001-04-0::2.5::HTS,0.11646509540789315,clopidol,,,coccidiosis,Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125350,35,BRD-K80935598-001-01-1::2.5::HTS,-0.15041558012304684,AZ191,DYRK inhibitor,DYRK1B,,Preclinical,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125360,35,BRD-K81197548-003-01-4::2.5::HTS,-0.1079820444575777,NSC-632839,ubiquitin specific protease inhibitor,"SENP2, USP1, USP2, USP7",,Preclinical,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125366,35,BRD-K81332461-001-01-4::2.5::HTS,0.11109000179504697,maxacalcitol,vitamin D receptor agonist,VDR,hyperparathyroidism,Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125371,35,BRD-K81473043-001-14-6::2.5::HTS,-0.20569245557224564,tanespimycin,HSP inhibitor,HSP90AA1,,Phase 3,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125386,35,BRD-K81801188-001-02-8::2.5::HTS,-0.14096736762317785,PP-121,protein tyrosine kinase inhibitor,"ABL1, EGFR, HCK, KDR, MTOR, PDGFRA, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC, SRC",,Preclinical,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125397,35,BRD-K82036761-003-20-3::2.5::HTS,-0.11438753609763566,sertraline,selective serotonin reuptake inhibitor (SSRI),"SLC6A3, SLC6A4","depression, obsessive compulsive disorder (OCD), panic disorders, posttraumatic stress disorder, premenstrual syndrome, social anxiety disorder",Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125410,35,BRD-K82236179-213-01-0::2.5::HTS,0.15076651492144952,dicoumarol,NADPH inhibitor,"CRYZ, NQO1, VKORC1",deep vein thrombosis (DVT),Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125418,35,BRD-K82484965-003-03-5::2.5::HTS,-0.11602538291004812,carmoxirole,dopamine receptor agonist,DRD2,,Phase 2,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125435,35,BRD-K82903013-001-01-4::2.5::HTS,-0.13397780025951206,"3,3'-dichlorobenzaldazine",glutamate receptor allosteric ligand,GRM5,,Preclinical,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125438,35,BRD-K82941592-238-04-5::2.5::HTS,-0.11457042870676282,rosuvastatin,HMGCR inhibitor,HMGCR,"hyperlipidemia, dyslipidemia, hypertriglyceridemia, hypercholesterolemia, atherosclerosis",Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125440,35,BRD-K82960980-003-02-7::2.36::HTS,0.10422531006509703,ceftiofur,bacterial cell wall synthesis inhibitor,,"pneumonia, respiratory tract infections",Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125444,35,BRD-K83022601-001-01-0::2.5::HTS,-0.2268260917919976,CI-844,,,,Phase 2,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125453,35,BRD-K83257731-003-23-5::2.5::HTS,-0.14817566980785857,chloropyramine,histamine receptor antagonist,HRH1,"edema, conjunctivitis, allergic rhinitis, asthma",Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125454,35,BRD-K83322645-050-01-9::2.5::HTS,-0.12393861936882887,L-693403,"sigma receptor agonist, sigma receptor antagonist","DRD2, SIGMAR1",,Preclinical,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125465,35,BRD-K83699324-001-01-1::2.5::HTS,-0.12661343097898514,NMS-1286937,PLK inhibitor,"FLT3, PLK1, PLK2, PLK3",,Phase 1,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125467,35,BRD-K83766205-001-03-8::2.5::HTS,-0.1216828631751527,metirosine,tyrosine hydroxylase inhibitor,TH,hypertension,Launched,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125469,35,BRD-K83834509-001-01-1::2.5::HTS,-0.10221017272267208,PTC-209,BMI-1 inhibitor,,,Preclinical,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125470,35,BRD-K83837640-001-04-8::2.5::HTS,-0.12354281930123251,JNJ-26481585,HDAC inhibitor,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, MDM2",,Phase 2,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
125472,35,BRD-K83963101-001-06-9::2.5::HTS,-0.18229593391711624,MLN-8054,Aurora kinase inhibitor,AURKA,,Phase 1,"['S Phase R-HSA-69242', 'DNA Replication R-HSA-69306', 'G1/S Transition R-HSA-69206', 'Synthesis Of DNA R-HSA-69239', 'DNA Replication Pre-Initiation R-HSA-69002', 'APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143', 'Switching Of Origins To A Post-Replicative State R-HSA-69052', 'Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408', 'CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017', 'Transcriptional Regulation By RUNX2 R-HSA-8878166']"
